scale,shard_name,arrow_bytes,chunk_count,total_labels,mean_labels,max_labels,total_sv,mean_sv,max_sv,ng_output_bytes
0,24576_22528_24576,311295800,32768,756853,23.1,78,756853,23.1,78,271608514
0,24576_22528_26624,298138072,32768,708392,21.6,82,708392,21.6,82,253150060
0,24576_22528_28672,222927224,32768,509530,15.5,64,509530,15.5,64,181040645
0,24576_22528_30720,262078648,32768,616425,18.8,66,616425,18.8,66,225539025
0,24576_22528_32768,301421144,32768,729134,22.3,76,729134,22.3,76,261947985
0,24576_22528_34816,301924976,32768,729696,22.3,69,729696,22.3,69,261460589
0,24576_22528_36864,268453328,32768,647631,19.8,83,647631,19.8,83,229145859
0,24576_22528_38912,270570456,32696,661203,20.2,77,661203,20.2,77,226650037
0,24576_22528_40960,112935032,19272,256945,13.3,81,256945,13.3,81,86013480
0,24576_22528_43008,1636520,1054,4353,4.1,19,4353,4.1,19,1075328
0,24576_24576_14336,8007576,6243,27841,4.5,26,27841,4.5,26,4390219
0,24576_24576_16384,27915536,13510,118291,8.8,55,118291,8.8,55,20886736
0,24576_24576_18432,206336480,27610,472297,17.1,68,472297,17.1,68,170264672
0,24576_24576_20480,268014952,32768,637081,19.4,72,637081,19.4,72,229207012
0,24576_24576_22528,272115064,32768,654384,20.0,69,654384,20.0,69,235197034
0,24576_24576_24576,291121816,32768,706081,21.5,76,706081,21.5,76,253464032
0,24576_24576_26624,293671600,32768,711929,21.7,75,711929,21.7,75,249513198
0,24576_24576_28672,237817136,32768,554851,16.9,67,554851,16.9,67,198190792
0,24576_24576_30720,272569040,32768,645149,19.7,64,645149,19.7,64,235343350
0,24576_24576_32768,294827384,32768,710705,21.7,72,710705,21.7,72,255301340
0,24576_24576_34816,287782808,32768,697349,21.3,74,697349,21.3,74,248114678
0,24576_24576_36864,266413120,32768,643654,19.6,63,643654,19.6,63,226754425
0,24576_24576_38912,253402552,32768,620208,18.9,63,620208,18.9,63,211539175
0,24576_24576_40960,201534424,31825,473985,14.9,62,473985,14.9,62,156198829
0,24576_24576_43008,19624840,5602,45409,8.1,65,45409,8.1,65,14902124
0,24576_26624_14336,1786872,1696,4636,2.7,26,4636,2.7,26,778781
0,24576_26624_16384,17121400,10355,74862,7.2,51,74862,7.2,51,12046344
0,24576_26624_18432,191635960,25388,444248,17.5,71,444248,17.5,71,157199755
0,24576_26624_20480,277379176,32768,664550,20.3,70,664550,20.3,70,236849563
0,24576_26624_22528,277310616,32768,665336,20.3,68,665336,20.3,68,240040042
0,24576_26624_24576,270858656,32768,649170,19.8,72,649170,19.8,72,233729940
0,24576_26624_26624,258651400,32768,609142,18.6,86,609142,18.6,86,216839378
0,24576_26624_28672,239547840,32768,562897,17.2,73,562897,17.2,73,199428101
0,24576_26624_30720,283550384,32768,674413,20.6,70,674413,20.6,70,244707446
0,24576_26624_32768,295751568,32768,712697,21.7,65,712697,21.7,65,254976667
0,24576_26624_34816,261220624,32768,631779,19.3,73,631779,19.3,73,223040959
0,24576_26624_36864,260721280,32768,629187,19.2,66,629187,19.2,66,221126068
0,24576_26624_38912,258020912,32768,623813,19.0,88,623813,19.0,88,217135029
0,24576_26624_40960,173047432,32768,423522,12.9,62,423522,12.9,62,134556607
0,24576_26624_43008,71835232,14507,169977,11.7,62,169977,11.7,62,51585202
0,24576_28672_14336,182824,180,529,2.9,6,529,2.9,6,70681
0,24576_28672_16384,10011784,7504,37917,5.1,28,37917,5.1,28,6159889
0,24576_28672_18432,134924072,21056,313421,14.9,64,313421,14.9,64,103922729
0,24576_28672_20480,219531936,32768,503687,15.4,71,503687,15.4,71,165847199
0,24576_28672_22528,242751488,32768,570921,17.4,81,570921,17.4,81,198306517
0,24576_28672_24576,249365544,32768,594193,18.1,82,594193,18.1,82,207331216
0,24576_28672_26624,222770344,32768,506929,15.5,70,506929,15.5,70,184139475
0,24576_28672_28672,234952840,32768,557056,17.0,82,557056,17.0,82,196116072
0,24576_28672_30720,286131584,32768,683000,20.8,79,683000,20.8,79,245841108
0,24576_28672_32768,300912344,32768,719721,22.0,70,719721,22.0,70,259093365
0,24576_28672_34816,281980520,32768,677686,20.7,68,677686,20.7,68,242358622
0,24576_28672_36864,276233848,32768,664891,20.3,66,664891,20.3,66,235379883
0,24576_28672_38912,246812864,32768,593945,18.1,68,593945,18.1,68,205143152
0,24576_28672_40960,224384192,32768,543724,16.6,63,543724,16.6,63,180618923
0,24576_28672_43008,109794984,21630,270788,12.5,70,270788,12.5,70,72919866
0,24576_30720_16384,4317240,3108,12755,4.1,22,12755,4.1,22,2545827
0,24576_30720_18432,82725896,14873,192274,12.9,74,192274,12.9,74,66198579
0,24576_30720_20480,242685640,32768,555351,16.9,88,555351,16.9,88,177375094
0,24576_30720_22528,193980216,32768,436691,13.3,67,436691,13.3,67,132808224
0,24576_30720_24576,187954904,32768,442872,13.5,77,442872,13.5,77,130934425
0,24576_30720_26624,201418456,32768,477697,14.6,77,477697,14.6,77,163183888
0,24576_30720_28672,243246464,32768,579035,17.7,66,579035,17.7,66,205430315
0,24576_30720_30720,292081408,32768,693081,21.2,74,693081,21.2,74,250824023
0,24576_30720_32768,299914112,32768,712045,21.7,64,712045,21.7,64,258068958
0,24576_30720_34816,282763048,32768,674086,20.6,69,674086,20.6,69,242651753
0,24576_30720_36864,272408664,32768,655549,20.0,72,655549,20.0,72,231650864
0,24576_30720_38912,256016704,32768,607332,18.5,70,607332,18.5,70,217650646
0,24576_30720_40960,248087080,32768,605917,18.5,73,605917,18.5,73,209688677
0,24576_30720_43008,124885776,24131,302657,12.5,55,302657,12.5,55,83001930
0,24576_32768_16384,1112536,896,3586,4.0,17,3586,4.0,17,585580
0,24576_32768_18432,24682008,6749,60948,9.0,71,60948,9.0,71,19993262
0,24576_32768_20480,250532616,31926,567177,17.8,85,567177,17.8,85,191072786
0,24576_32768_22528,200805048,32768,444818,13.6,70,444818,13.6,70,135709125
0,24576_32768_24576,206524104,32768,469320,14.3,76,469320,14.3,76,148978692
0,24576_32768_26624,206387688,32768,476469,14.5,59,476469,14.5,59,172022869
0,24576_32768_28672,260657904,32768,623663,19.0,71,623663,19.0,71,221498791
0,24576_32768_30720,299370688,32768,711842,21.7,70,711842,21.7,70,257292238
0,24576_32768_32768,289515720,32768,683749,20.9,64,683749,20.9,64,248544474
0,24576_32768_34816,272489792,32768,652539,19.9,72,652539,19.9,72,232985501
0,24576_32768_36864,273019472,32768,659984,20.1,85,659984,20.1,85,231551913
0,24576_32768_38912,242252304,32768,570334,17.4,72,570334,17.4,72,206091665
0,24576_32768_40960,247907184,32768,602096,18.4,71,602096,18.4,71,206326558
0,24576_32768_43008,124268608,24455,302520,12.4,56,302520,12.4,56,80136741
0,24576_32768_45056,11338312,12263,31420,2.6,22,31420,2.6,22,4066450
0,24576_32768_47104,2143648,1395,4044,2.9,16,4044,2.9,16,1250172
0,24576_34816_18432,5340448,2412,15804,6.6,54,15804,6.6,54,3899727
0,24576_34816_20480,175932248,23872,402973,16.9,70,402973,16.9,70,134186641
0,24576_34816_22528,218890192,32768,494904,15.1,72,494904,15.1,72,147001714
0,24576_34816_24576,217319448,32768,484020,14.8,85,484020,14.8,85,156848537
0,24576_34816_26624,227009944,32768,521051,15.9,60,521051,15.9,60,190821682
0,24576_34816_28672,281659752,32768,671096,20.5,67,671096,20.5,67,239893063
0,24576_34816_30720,289463000,32768,686311,20.9,73,686311,20.9,73,248575038
0,24576_34816_32768,289119720,32768,691349,21.1,76,691349,21.1,76,248317583
0,24576_34816_34816,267810456,32768,644579,19.7,66,644579,19.7,66,227884540
0,24576_34816_36864,262356008,32768,630413,19.2,66,630413,19.2,66,222838869
0,24576_34816_38912,248384576,32768,595393,18.2,90,595393,18.2,90,210743557
0,24576_34816_40960,236913888,32768,575476,17.6,67,575476,17.6,67,190646176
0,24576_34816_43008,130175432,24172,313104,13.0,57,313104,13.0,57,89317349
0,24576_34816_45056,21402488,21131,73021,3.5,25,73021,3.5,25,9394703
0,24576_34816_47104,7196816,4878,15908,3.3,24,15908,3.3,24,4242891
0,24576_36864_18432,364040,275,1272,4.6,22,1272,4.6,22,201253
0,24576_36864_20480,65150072,10555,152551,14.5,63,152551,14.5,63,49383822
0,24576_36864_22528,221371336,32556,508967,15.6,72,508967,15.6,72,150074598
0,24576_36864_24576,233924936,32768,522490,15.9,64,522490,15.9,64,178665729
0,24576_36864_26624,244798408,32768,559397,17.1,64,559397,17.1,64,206711638
0,24576_36864_28672,286400504,32768,677673,20.7,75,677673,20.7,75,244457084
0,24576_36864_30720,278224688,32768,662492,20.2,67,662492,20.2,67,238728743
0,24576_36864_32768,269486344,32768,641059,19.6,68,641059,19.6,68,230655842
0,24576_36864_34816,282472544,32768,683071,20.8,70,683071,20.8,70,240136915
0,24576_36864_36864,242879984,32768,569071,17.4,61,569071,17.4,61,207674219
0,24576_36864_38912,265122976,32768,636593,19.4,76,636593,19.4,76,226336721
0,24576_36864_40960,222973016,32768,544740,16.6,68,544740,16.6,68,173664208
0,24576_36864_43008,131241352,23353,315619,13.5,64,315619,13.5,64,93592654
0,24576_36864_45056,36416016,28745,155190,5.4,29,155190,5.4,29,20740609
0,24576_36864_47104,20670680,12897,92454,7.2,34,92454,7.2,34,13849308
0,24576_36864_49152,1934176,1281,4613,3.6,18,4613,3.6,18,1160507
0,24576_38912_20480,9951968,3739,27359,7.3,58,27359,7.3,58,7406961
0,24576_38912_22528,182563616,26797,414089,15.5,63,414089,15.5,63,125693716
0,24576_38912_24576,243080152,32768,552077,16.8,70,552077,16.8,70,188515495
0,24576_38912_26624,257720656,32768,590079,18.0,63,590079,18.0,63,218158547
0,24576_38912_28672,278933120,32768,653763,20.0,58,653763,20.0,58,237557264
0,24576_38912_30720,275452656,32768,646639,19.7,73,646639,19.7,73,237170518
0,24576_38912_32768,278784904,32768,662081,20.2,64,662081,20.2,64,238384265
0,24576_38912_34816,264024976,32768,620696,18.9,71,620696,18.9,71,225369596
0,24576_38912_36864,253814792,32768,593677,18.1,70,593677,18.1,70,218096402
0,24576_38912_38912,265474056,32768,630972,19.3,81,630972,19.3,81,226861329
0,24576_38912_40960,218907152,32768,546300,16.7,68,546300,16.7,68,157473985
0,24576_38912_43008,122198896,28940,347211,12.0,63,347211,12.0,63,90612590
0,24576_38912_45056,54453352,32211,280198,8.7,34,280198,8.7,34,37483180
0,24576_38912_47104,30869392,17551,150582,8.6,33,150582,8.6,33,21736603
0,24576_38912_49152,9300328,4711,42917,9.1,34,42917,9.1,34,6847912
0,24576_40960_20480,1768216,1244,5191,4.2,19,5191,4.2,19,1111892
0,24576_40960_22528,95637320,14119,223280,15.8,83,223280,15.8,83,77436456
0,24576_40960_24576,239575408,32640,547799,16.8,75,547799,16.8,75,181491979
0,24576_40960_26624,271862968,32768,632332,19.3,76,632332,19.3,76,230013543
0,24576_40960_28672,264997832,32768,612254,18.7,70,612254,18.7,70,227074445
0,24576_40960_30720,286054680,32768,673803,20.6,65,673803,20.6,65,243752663
0,24576_40960_32768,269747224,32768,629586,19.2,57,629586,19.2,57,233123258
0,24576_40960_34816,257798888,32768,584065,17.8,67,584065,17.8,67,225540689
0,24576_40960_36864,259021624,32768,608960,18.6,73,608960,18.6,73,221371279
0,24576_40960_38912,244761912,32768,591793,18.1,74,591793,18.1,74,207400427
0,24576_40960_40960,215806992,32729,529370,16.2,74,529370,16.2,74,147722649
0,24576_40960_43008,61635592,23274,195559,8.4,68,195559,8.4,68,46493779
0,24576_40960_45056,50473512,27007,265694,9.8,34,265694,9.8,34,36703859
0,24576_40960_47104,14454472,12538,51007,4.1,31,51007,4.1,31,7628782
0,24576_4096_28672,641824,552,1987,3.6,11,1987,3.6,11,301513
0,24576_4096_30720,3181664,2479,8262,3.3,23,8262,3.3,23,1677557
0,24576_4096_32768,340736,225,1075,4.8,15,1075,4.8,15,202606
0,24576_43008_20480,1561040,1069,4306,4.0,18,4306,4.0,18,969537
0,24576_43008_22528,27522088,10745,82054,7.6,56,82054,7.6,56,20695908
0,24576_43008_24576,180472184,26057,418708,16.1,62,418708,16.1,62,146152959
0,24576_43008_26624,258464560,32768,600152,18.3,66,600152,18.3,66,215471167
0,24576_43008_28672,274707040,32768,639486,19.5,65,639486,19.5,65,232834331
0,24576_43008_30720,268645976,32768,627003,19.1,60,627003,19.1,60,229850937
0,24576_43008_32768,274754800,32768,649177,19.8,67,649177,19.8,67,231948601
0,24576_43008_34816,263076672,32768,620532,18.9,63,620532,18.9,63,223843028
0,24576_43008_36864,255815088,32768,593625,18.1,68,593625,18.1,68,219812179
0,24576_43008_38912,245275472,32768,598273,18.3,77,598273,18.3,77,202653822
0,24576_43008_40960,159244272,26175,384034,14.7,63,384034,14.7,63,116289158
0,24576_43008_43008,34728272,20738,153277,7.4,67,153277,7.4,67,23478313
0,24576_43008_45056,40155736,21573,203718,9.4,38,203718,9.4,38,28645865
0,24576_43008_47104,37778336,17401,190707,11.0,41,190707,11.0,41,28481828
0,24576_45056_22528,10198456,7270,32342,4.4,28,32342,4.4,28,6302065
0,24576_45056_24576,53563656,13975,139925,10.0,62,139925,10.0,62,41761854
0,24576_45056_26624,210482344,29388,475988,16.2,68,475988,16.2,68,169423706
0,24576_45056_28672,256690288,32768,598310,18.3,91,598310,18.3,91,214664821
0,24576_45056_30720,275915808,32768,642575,19.6,95,642575,19.6,95,233954373
0,24576_45056_32768,271480168,32768,631629,19.3,67,631629,19.3,67,233461263
0,24576_45056_34816,278751128,32768,650983,19.9,67,650983,19.9,67,237398852
0,24576_45056_36864,266828880,32768,613598,18.7,60,613598,18.7,60,223257627
0,24576_45056_38912,192958144,31482,462005,14.7,72,462005,14.7,72,140820758
0,24576_45056_40960,61046104,22030,207336,9.4,56,207336,9.4,56,45608746
0,24576_45056_43008,22046648,12358,91752,7.4,38,91752,7.4,38,15179829
0,24576_45056_45056,10785952,5643,46101,8.2,35,46101,8.2,35,7532630
0,24576_45056_47104,394864,433,876,2.0,9,876,2.0,9,121458
0,24576_47104_22528,5793840,3967,19907,5.0,24,19907,5.0,24,3795443
0,24576_47104_24576,27239992,17884,109934,6.1,32,109934,6.1,32,18427917
0,24576_47104_26624,67004776,20117,186492,9.3,67,186492,9.3,67,50436685
0,24576_47104_28672,184654488,27608,421527,15.3,82,421527,15.3,82,151101639
0,24576_47104_30720,258130976,31442,592904,18.9,67,592904,18.9,67,218327613
0,24576_47104_32768,287738640,32709,665771,20.4,68,665771,20.4,68,246097951
0,24576_47104_34816,278789976,32744,649429,19.8,80,649429,19.8,80,238387346
0,24576_47104_36864,214427072,27940,501230,17.9,76,501230,17.9,76,176500690
0,24576_47104_38912,58061216,15789,165656,10.5,69,165656,10.5,69,44714908
0,24576_47104_40960,6586752,4048,21440,5.3,29,21440,5.3,29,4305872
0,24576_49152_22528,1064760,675,3764,5.6,21,3764,5.6,21,693840
0,24576_49152_24576,22842072,14785,88293,6.0,30,88293,6.0,30,15295869
0,24576_49152_26624,41019752,23692,185359,7.8,36,185359,7.8,36,28858182
0,24576_49152_28672,55723448,27246,249930,9.2,62,249930,9.2,62,41246799
0,24576_49152_30720,91701416,25810,313336,12.1,80,313336,12.1,80,73636932
0,24576_49152_32768,123634784,23551,349006,14.8,68,349006,14.8,68,102956832
0,24576_49152_34816,92456104,18816,235401,12.5,68,235401,12.5,68,75779828
0,24576_49152_36864,38066128,14392,135714,9.4,71,135714,9.4,71,29127626
0,24576_49152_38912,21609544,10076,92404,9.2,37,92404,9.2,37,16085884
0,24576_49152_40960,7308056,3437,26302,7.7,30,26302,7.7,30,5307541
0,24576_49152_71680,14744,15,45,3.0,7,45,3.0,7,5866
0,24576_49152_73728,4400,4,16,4.0,6,16,4.0,6,2157
0,24576_51200_24576,20933256,10637,93701,8.8,35,93701,8.8,35,15240051
0,24576_51200_26624,44906256,22994,217801,9.5,35,217801,9.5,35,32605284
0,24576_51200_28672,55619056,23223,285497,12.3,42,285497,12.3,42,43421866
0,24576_51200_30720,25998896,11503,113432,9.9,42,113432,9.9,42,19521267
0,24576_51200_32768,14141312,6358,55762,8.8,40,55762,8.8,40,10446111
0,24576_51200_34816,5060288,2632,20476,7.8,27,20476,7.8,27,3572279
0,24576_51200_36864,457560,305,1057,3.5,14,1057,3.5,14,298555
0,24576_51200_71680,6148968,3544,27387,7.7,34,27387,7.7,34,4223425
0,24576_51200_73728,20807672,11788,88263,7.5,33,88263,7.5,33,14382504
0,24576_51200_75776,1822480,1077,7219,6.7,34,7219,6.7,34,1207600
0,24576_53248_24576,5532184,2910,22143,7.6,36,22143,7.6,36,3822478
0,24576_53248_26624,5418008,2960,21894,7.4,39,21894,7.4,39,3652300
0,24576_53248_71680,1835448,1177,6220,5.3,17,6220,5.3,17,1164197
0,24576_53248_73728,5044016,3274,15614,4.8,21,15614,4.8,21,3218630
0,24576_53248_75776,368592,257,1026,4.0,10,1026,4.0,10,222326
0,24576_6144_24576,1101144,823,3197,3.9,14,3197,3.9,14,603928
0,24576_6144_26624,6223376,4133,20666,5.0,26,20666,5.0,26,3811646
0,24576_6144_28672,12733168,7111,50563,7.1,35,50563,7.1,35,8718791
0,24576_6144_30720,13044464,8303,48734,5.9,31,48734,5.9,31,8643745
0,24576_6144_32768,5455144,3853,18521,4.8,26,18521,4.8,26,3332061
0,24576_6144_34816,4027280,2722,12738,4.7,26,12738,4.7,26,2444030
0,24576_6144_36864,7656280,5068,25707,5.1,34,25707,5.1,34,4824500
0,24576_8192_20480,1534648,1241,4207,3.4,20,4207,3.4,20,813144
0,24576_8192_22528,14293528,5650,38664,6.8,43,38664,6.8,43,10844677
0,24576_8192_24576,57649688,15653,173359,11.1,65,173359,11.1,65,45455238
0,24576_8192_26624,99180112,20664,277080,13.4,83,277080,13.4,83,75777457
0,24576_8192_28672,97269456,20729,282078,13.6,69,282078,13.6,69,71814063
0,24576_8192_30720,49951504,18111,185143,10.2,71,185143,10.2,71,37620387
0,24576_8192_32768,31473784,18893,136950,7.2,43,136950,7.2,43,21129485
0,24576_8192_34816,25408024,14857,105739,7.1,37,105739,7.1,37,17265056
0,24576_8192_36864,29646176,16338,124641,7.6,39,124641,7.6,39,20721247
0,24576_8192_38912,248136,202,681,3.4,13,681,3.4,13,146163
0,26624_10240_16384,20623480,4942,53033,10.7,56,53033,10.7,56,17179577
0,26624_10240_18432,52793584,12168,127358,10.5,56,127358,10.5,56,44216800
0,26624_10240_20480,64540768,14085,158010,11.2,60,158010,11.2,60,54187995
0,26624_10240_22528,244031904,30198,579719,19.2,89,579719,19.2,89,212599207
0,26624_10240_24576,302614456,32768,725566,22.1,71,725566,22.1,71,263052535
0,26624_10240_26624,312460000,32768,756734,23.1,71,756734,23.1,71,271797944
0,26624_10240_28672,309240800,32768,747793,22.8,69,747793,22.8,69,269902613
0,26624_10240_30720,293469152,32768,719707,22.0,84,719707,22.0,84,244296434
0,26624_10240_32768,139124920,28638,383264,13.4,63,383264,13.4,63,104782012
0,26624_10240_34816,21559904,16093,84750,5.3,39,84750,5.3,39,12911097
0,26624_10240_36864,113440,94,354,3.8,12,354,3.8,12,60097
0,26624_12288_10240,857064,624,1669,2.7,31,1669,2.7,31,447500
0,26624_12288_12288,26980008,10304,89490,8.7,51,89490,8.7,51,20551086
0,26624_12288_14336,64109552,22311,214001,9.6,60,214001,9.6,60,50591879
0,26624_12288_16384,63799584,22981,216139,9.4,54,216139,9.4,54,49832825
0,26624_12288_18432,14752576,8130,52971,6.5,57,52971,6.5,57,10122517
0,26624_12288_20480,144356160,24308,344728,14.2,74,344728,14.2,74,119174460
0,26624_12288_22528,276581816,32766,669974,20.4,64,669974,20.4,64,236402660
0,26624_12288_24576,305001352,32768,735400,22.4,65,735400,22.4,65,265948667
0,26624_12288_26624,312832176,32768,758202,23.1,65,758202,23.1,65,272934144
0,26624_12288_28672,281691680,32768,669914,20.4,61,669914,20.4,61,244740363
0,26624_12288_30720,297463624,32768,716447,21.9,69,716447,21.9,69,258481448
0,26624_12288_32768,237887536,32568,605365,18.6,70,605365,18.6,70,188678229
0,26624_12288_34816,49106200,24757,240093,9.7,60,240093,9.7,60,36061409
0,26624_12288_36864,1515008,1264,5283,4.2,32,5283,4.2,32,808116
0,26624_14336_10240,86526912,26896,273729,10.2,60,273729,10.2,60,69666651
0,26624_14336_12288,76479208,24736,267456,10.8,58,267456,10.8,58,60829453
0,26624_14336_14336,25180384,14791,80581,5.4,59,80581,5.4,59,16458066
0,26624_14336_16384,10328024,6563,43062,6.6,30,43062,6.6,30,6919639
0,26624_14336_18432,94439376,21633,262464,12.1,62,262464,12.1,62,77564666
0,26624_14336_20480,198681728,32275,472360,14.6,75,472360,14.6,75,151176001
0,26624_14336_22528,254005448,32768,617491,18.8,72,617491,18.8,72,203758596
0,26624_14336_24576,279176328,32768,673369,20.5,69,673369,20.5,69,238976593
0,26624_14336_26624,290083168,32768,691646,21.1,66,691646,21.1,66,251848433
0,26624_14336_28672,304389536,32768,743163,22.7,80,743163,22.7,80,266397749
0,26624_14336_30720,309363952,32768,752208,23.0,78,752208,23.0,78,270065947
0,26624_14336_32768,267041480,32768,660670,20.2,77,660670,20.2,77,215511276
0,26624_14336_34816,90752776,25561,270403,10.6,67,270403,10.6,67,66724184
0,26624_14336_36864,10935800,7188,49154,6.8,35,49154,6.8,35,7032685
0,26624_14336_8192,13483288,5568,40344,7.2,63,40344,7.2,63,9925081
0,26624_16384_10240,18522072,8504,57834,6.8,47,57834,6.8,47,13231711
0,26624_16384_12288,29155832,13408,138805,10.4,41,138805,10.4,41,21659938
0,26624_16384_14336,68564416,25481,348080,13.7,43,348080,13.7,43,54740996
0,26624_16384_16384,85309848,29637,312955,10.6,55,312955,10.6,55,67371959
0,26624_16384_18432,183598680,32159,480447,14.9,77,480447,14.9,77,143671733
0,26624_16384_20480,214636544,32768,509058,15.5,69,509058,15.5,69,167553189
0,26624_16384_22528,218868112,32768,502330,15.3,65,502330,15.3,65,177856349
0,26624_16384_24576,245687328,32768,580891,17.7,63,580891,17.7,63,206754828
0,26624_16384_26624,285393424,32768,687597,21.0,74,687597,21.0,74,247160772
0,26624_16384_28672,303659184,32768,735151,22.4,66,735151,22.4,66,265303480
0,26624_16384_30720,310174648,32768,750458,22.9,73,750458,22.9,73,271015350
0,26624_16384_32768,247972264,32768,608950,18.6,71,608950,18.6,71,193670425
0,26624_16384_34816,159817080,28555,405805,14.2,80,405805,14.2,80,116416286
0,26624_16384_36864,48736760,12193,128511,10.5,51,128511,10.5,51,40609162
0,26624_16384_38912,1368968,1008,4482,4.4,19,4482,4.4,19,827050
0,26624_16384_8192,4579136,1616,11239,7.0,54,11239,7.0,54,3450403
0,26624_18432_10240,11963576,7272,52285,7.2,38,52285,7.2,38,7675453
0,26624_18432_12288,59386608,32208,286968,8.9,40,286968,8.9,40,41800421
0,26624_18432_14336,74828784,30772,314279,10.2,67,314279,10.2,67,56559665
0,26624_18432_16384,99559616,22886,283842,12.4,61,283842,12.4,61,80994726
0,26624_18432_18432,215217456,32744,537477,16.4,70,537477,16.4,70,152749616
0,26624_18432_20480,225424112,32768,554587,16.9,67,554587,16.9,67,169029753
0,26624_18432_22528,227409408,32768,509963,15.6,67,509963,15.6,67,192659070
0,26624_18432_24576,225648680,32768,507350,15.5,59,507350,15.5,59,192115627
0,26624_18432_26624,257337592,32768,605473,18.5,69,605473,18.5,69,220489506
0,26624_18432_28672,283973840,32768,685406,20.9,70,685406,20.9,70,244687516
0,26624_18432_30720,272141824,32768,661409,20.2,77,661409,20.2,77,226118029
0,26624_18432_32768,210605888,32768,514911,15.7,76,514911,15.7,76,152043370
0,26624_18432_34816,226617352,32768,553741,16.9,82,553741,16.9,82,168735030
0,26624_18432_36864,120154112,21453,298777,13.9,62,298777,13.9,62,99437073
0,26624_18432_38912,19682400,5760,49847,8.7,55,49847,8.7,55,16079711
0,26624_20480_10240,142320,136,419,3.1,14,419,3.1,14,64042
0,26624_20480_12288,32467736,21812,94444,4.3,47,94444,4.3,47,19166622
0,26624_20480_14336,70201808,29809,191662,6.4,70,191662,6.4,70,49958295
0,26624_20480_16384,121867840,25265,326984,12.9,70,326984,12.9,70,91749002
0,26624_20480_18432,239048248,32768,586320,17.9,77,586320,17.9,77,182801997
0,26624_20480_20480,267362120,32768,646470,19.7,65,646470,19.7,65,226544640
0,26624_20480_22528,270001320,32768,641442,19.6,67,641442,19.6,67,233332357
0,26624_20480_24576,293469768,32768,702210,21.4,72,702210,21.4,72,255601558
0,26624_20480_26624,288948176,32768,673181,20.5,65,673181,20.5,65,249444457
0,26624_20480_28672,252585016,32768,584980,17.9,71,584980,17.9,71,214192384
0,26624_20480_30720,237232072,32768,552388,16.9,71,552388,16.9,71,194662890
0,26624_20480_32768,245008088,32768,580131,17.7,66,580131,17.7,66,199738816
0,26624_20480_34816,293776328,32768,707817,21.6,77,707817,21.6,77,251939767
0,26624_20480_36864,271744832,31274,652963,20.9,61,652963,20.9,61,234567366
0,26624_20480_38912,58774120,11296,142447,12.6,58,142447,12.6,58,49380664
0,26624_20480_40960,413032,248,1105,4.5,18,1105,4.5,18,263226
0,26624_22528_12288,5850392,5160,18316,3.5,41,18316,3.5,41,2791774
0,26624_22528_14336,31369536,25675,122280,4.8,52,122280,4.8,52,16386421
0,26624_22528_16384,180292040,30962,457586,14.8,69,457586,14.8,69,142418701
0,26624_22528_18432,274714744,32768,665868,20.3,74,665868,20.3,74,235108474
0,26624_22528_20480,259599528,32768,617640,18.8,66,617640,18.8,66,224255951
0,26624_22528_22528,267375000,32768,633240,19.3,78,633240,19.3,78,231396930
0,26624_22528_24576,298877624,32768,727480,22.2,78,727480,22.2,78,260795631
0,26624_22528_26624,306975568,32768,742447,22.7,78,742447,22.7,78,266205472
0,26624_22528_28672,264301056,32768,601369,18.4,67,601369,18.4,67,222771374
0,26624_22528_30720,201911432,32768,453167,13.8,59,453167,13.8,59,167534715
0,26624_22528_32768,232320720,32768,533518,16.3,65,533518,16.3,65,198293667
0,26624_22528_34816,288858856,32768,689673,21.0,69,689673,21.0,69,249918376
0,26624_22528_36864,284284464,32768,685255,20.9,66,685255,20.9,66,245110957
0,26624_22528_38912,195309768,24601,462934,18.8,68,462934,18.8,68,167762850
0,26624_22528_40960,16226056,6243,45269,7.3,64,45269,7.3,64,12314880
0,26624_24576_12288,2222936,1376,6843,5.0,28,6843,5.0,28,1464273
0,26624_24576_14336,15617152,12720,56708,4.5,38,56708,4.5,38,8123300
0,26624_24576_16384,191965328,30692,486302,15.8,64,486302,15.8,64,160914609
0,26624_24576_18432,266096952,32768,641120,19.6,65,641120,19.6,65,229942010
0,26624_24576_20480,246975680,32768,586189,17.9,66,586189,17.9,66,211305699
0,26624_24576_22528,262305288,32768,622318,19.0,69,622318,19.0,69,226314726
0,26624_24576_24576,289295904,32768,702025,21.4,71,702025,21.4,71,250865272
0,26624_24576_26624,297872352,32768,721739,22.0,79,721739,22.0,79,258885807
0,26624_24576_28672,281116280,32768,665594,20.3,72,665594,20.3,72,242117331
0,26624_24576_30720,208736992,32768,479114,14.6,57,479114,14.6,57,174502896
0,26624_24576_32768,233326304,32768,548730,16.7,64,548730,16.7,64,198922922
0,26624_24576_34816,285051800,32768,686405,20.9,70,686405,20.9,70,246404273
0,26624_24576_36864,283208984,32768,680341,20.8,70,680341,20.8,70,243535525
0,26624_24576_38912,256298688,32445,623321,19.2,76,623321,19.2,76,216793330
0,26624_24576_40960,109788424,20317,256061,12.6,64,256061,12.6,64,86135943
0,26624_24576_43008,1523696,825,3583,4.3,69,3583,4.3,69,1020381
0,26624_26624_12288,296248,268,702,2.6,14,702,2.6,14,155812
0,26624_26624_14336,8536216,5893,34998,5.9,38,34998,5.9,38,5363027
0,26624_26624_16384,135754856,24785,336872,13.6,70,336872,13.6,70,110400092
